conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,link gambar
1854181109241917657,Wed Nov 06 15:16:40 +0000 2024,0,wts #wts INSPIRED PARFUM SCANDAL JPG VICTORIA SECRET - SCANDALOUS - ROMANTIC WISH DUNHILL BLUE dll (bisa request aroma parfum dan pure bibit/biang/plus pelarutnya) https://t.co/RxpdQaU6Cc,1854181109241917657,,,in,,0,1,0,https://x.com/undefined/status/1854181109241917657,912518479865012225,,
1853094503307235341,Sun Nov 03 15:19:05 +0000 2024,0,2. Heura parfum scandal wangi kombinasi dari resberry peony sama pralin bikin parfum ini punya aroma yang segar dan manis yang elegan link : https://t.co/50OUTtDB3k https://t.co/okt41GEgph,1853094555870273580,https://pbs.twimg.com/media/GbeDq0ybcAA8C4E.jpg,missthreads88,in,,0,1,0,https://x.com/undefined/status/1853094555870273580,894617502050799617,,
1850922604691124606,Mon Oct 28 15:28:51 +0000 2024,0,6. Heura Parfum Scandal Wangi kombinasi dari rasberry peony sama pralin bikin parfum ini punya aroma yang segar dan manis yang elegan Link: https://t.co/Nh6fc7eQjw https://t.co/iH2ZlXWBEK,1850922686530433061,https://pbs.twimg.com/media/Ga_MX6BaEAAw1iT.jpg,rracunaesthetic,in,,0,1,0,https://x.com/undefined/status/1850922686530433061,895465300329611264,,
1850738939155599567,Mon Oct 28 03:18:42 +0000 2024,0,Tahukah kamu? Aroma yang tepat bisa meningkatkan suasana hati! Dapatkan 2 Parfum Premium Scandal dan Pink Sweet 25 ML Unisex hanya Rp22.000. Jangan lewatkan! Dapatkan di Shopee sekarang! Link 1: https://t.co/BMAY8QuhbC atau Link 2.: https://t.co/9urepvdhql https://t.co/dtVyqFNmrQ,1850738939155599567,https://pbs.twimg.com/media/Ga8lO-EaoAABL1Z.jpg,,in,,0,0,0,https://x.com/undefined/status/1850738939155599567,1153345322,,
1849990606673559700,Sat Oct 26 02:34:14 +0000 2024,2,@sbyfess parfumku dari dulu yg black opium baunya absolute kita ga terlalu kecium baunya pas udh dipake tp orang lain yg kecium bau parfumnya kita trs mulai suka juga sama wanginya scandal yg vs udh mulai banyak yg pake 2 aroma itu sih tapi tetep setia pake black opium wkwkw,1850002972539023459,,sbyfess,in,,0,0,0,https://x.com/undefined/status/1850002972539023459,1112886146248269824,,
1849047720260182495,Wed Oct 23 11:18:24 +0000 2024,0,Parfum Crusita Scandal adalah parfum wanita beraroma segar dan manis yang berasal dari kandungan buah. Berikut keterangan parfum Crusita Scandal: Jenis: Eau de perfume Aroma: Segar dan manis Daya tahan: 12 15 jam #20T #zonauang #scandal #parfumscandalcrusita #parfumtahanlama https://t.co/07aliuvpsi,1849047720260182495,https://pbs.twimg.com/media/GakjGlka8AAHkDD.jpg,,in,,0,1,0,https://x.com/undefined/status/1849047720260182495,1766717530662670336,,
1847258427510444323,Fri Oct 18 12:54:48 +0000 2024,9,Bahas dari yg bold dulu yaa. ️ Scandal BEST SELLERNYAAAA! Notesnya seperti pic di bawah yah wanginya cenderung ke arah manis dan ada hint jasminenya. Gak lama aroma muskynya mulai keluar. Not my cup of tea tapi mamaku suka varian ini bgttt di antara 3 lainnya https://t.co/Jyw2iTkSNt,1847260039419162998,https://pbs.twimg.com/media/GaLJNbeawAEGii0.jpg,ohmy_beautybank,in,,2,2,2,https://x.com/undefined/status/1847260039419162998,1239508341186916353,,
1847258427510444323,Fri Oct 18 12:50:52 +0000 2024,2,@ohmy_beautybank baru denger kalau varian scandal sama black opium kan udah biasa ya nah dari kedua lainnya antara wood &amp; sea sama blooming itu aroma yg manis kira-kira mana guys yg udh nyoba,1847259048665841797,,ohmy_beautybank,in,,0,1,1,https://x.com/undefined/status/1847259048665841797,1763129737122365441,,
1839265307359326569,Thu Sep 26 11:26:35 +0000 2024,3,Parfum varian scandal 40rb an wanginya lembut dan tahan lama ada tester aroma lain packaging nya juga mewah banget pokonya recommended banget https://t.co/P9tVnyRcP2 https://t.co/c2Em1ZVuML,1839265307359326569,https://pbs.twimg.com/media/GYZiDHpaQAAerjf.jpg,,in,,1,0,1,https://x.com/undefined/status/1839265307359326569,1576109679830188033,,
1837558330702942247,Sun Sep 22 11:12:30 +0000 2024,2,@snupefy water kiss : aroma lidah buaya bunga plum &amp; chamomile wanginya soft ga alay scandal : wangi water fruity yang fresh &amp; seger cocok buat indoor outdoor dunhill : wangi lengkeng jeruk rosewood brazilian lebih maskulin cool dominan ke cowo gt,1837812210158194869,,snupefy,in,,0,0,0,https://x.com/undefined/status/1837812210158194869,1798456835034517505,,
1820450751908647254,Thu Sep 19 04:28:18 +0000 2024,0,@la_lalijah true.. banyak yg suka varian scandal tp aq lebih suka yg sweet peony. aroma bergamotnya bikin seger,1836623324392362471,,la_lalijah,in,,0,0,0,https://x.com/undefined/status/1836623324392362471,169390074,,
1830599133134033275,Tue Sep 03 11:57:35 +0000 2024,0,@tanyakanrl Buat cowo aroma maskulin lembut cocok parfum reffil di mix scandal sama dunhil blue,1830938184706072815,,tanyakanrl,in,,0,0,0,https://x.com/undefined/status/1830938184706072815,1322399164391542786,,
1830599133134033275,Tue Sep 03 04:22:19 +0000 2024,0,@namjungji @tanyakanrl SCANDAL!!! ini paling best seller bgt di tokoku bnyk yg bilang kl ini tuh aroma hantu soalnya wanginya gentayangan klo mau yg ada segernya bisa nyoba waterkiss/black opium trs klo beli minta perbandingannya 2 : 1 ya 2 bibit 1 nya absolut,1830823614146544023,,jejungji,in,,0,1,2,https://x.com/undefined/status/1830823614146544023,1263658478788173824,,
1828009619085754617,Mon Aug 26 10:00:34 +0000 2024,0,asli buat pecinta aroma fruity-floral dan addicted sm wangi manis tp masih seger pasti bakal keracunan cobain nih parfummm https://t.co/qTuyfCjpkX WAJIB cobainnn parfum Scandal by HEURA #HeuraOfficial #ParfumHeura https://t.co/G9l2lbh0uU,1828009633438367962,https://pbs.twimg.com/media/GV5lEWrbcAAXgYe.jpg,apilinaaa,in,,0,1,0,https://x.com/undefined/status/1828009633438367962,1168515350947696641,,
1814688868178010399,Sun Jul 21 17:40:23 +0000 2024,0,siapa pecinta vanilla cung? ini favorite kuu akhh love bgt asli ini tahan lama trus ga kaya parfum refill lain yg alkoholnya kek banyak bgt gitu! kalo ini gaa aslii ini ada parfum scandal by night dia wanginya itu manis tapi ada aroma vanilla https://t.co/WXOHXGnvK7,1815079386858881383,,heyvkook_,in,,0,0,0,https://x.com/undefined/status/1815079386858881383,1513701492393639944,,
1813947313003598106,Fri Jul 19 23:04:30 +0000 2024,9,@ydncw98K Aku biasa pake aroma scandal sama calvin klein Best bgt siii awetnya gaperlu diragukan Btw harganya under 100k buat klean yg mau DM ajaaaaa!!! #gaysolo #gaysurakarta #fwbsolo https://t.co/z3iVdAVM4n,1814436178436993424,https://pbs.twimg.com/media/GS4rZGsasAYv0oB.jpg,ydncw98K,in,,0,2,1,https://x.com/undefined/status/1814436178436993424,1730003533192413184,,
1664219082886119425,Wed Jun 12 06:42:56 +0000 2024,0,@mangofloatboba @ohmybeautybank iyaaa nder yg very intense tahan lamaa kalau aroma disesuaikan ajaaa yg her scandal enak baunyaaa,1800780808149745690,,mangofloatboba,in,,0,0,0,https://x.com/undefined/status/1800780808149745690,1265473680181653504,,
1796164327000482289,Thu May 30 18:39:26 +0000 2024,0,@vav0uritee Ganti2 si slu zara gardenia trs ganti onix fwb ganti lg parfum Refill urban aroma scandal skrg Octarine scandal,1796250078539300915,,vav0uritee,in,,0,0,0,https://x.com/undefined/status/1796250078539300915,1378010970891591680,,
1794646055986061682,Sun May 26 08:25:37 +0000 2024,0,Temukan dan dapatkan Bara Parfume - SCANDAL - Parfum Wanita Tahan Lama Aroma Manis - Lembut - Mewah | Perfume | Farfum | Minyak Wangi hanya Rp48.750 di Shopee sekarang juga! https://t.co/LDzpQmDEXc #ShopeeID https://t.co/A9MgdC4xTr,1794646055986061682,https://pbs.twimg.com/media/GOfdE6EacAAqMcv.jpg,,in,,0,0,0,https://x.com/undefined/status/1794646055986061682,575986758,,
1786932158038176207,Sun May 05 01:33:20 +0000 2024,1,Parfum yg cowo banget mnrut gue aroma kuat dan tahan lama wanginya : 1.Bvlgari Man in Black 2.Creed Aventus 3.JPG Scandal for Men https://t.co/uDmQeJXcez Millions 5.Baccarat 6.Pacorabana 7. XXX Etienne Aigner 8.Silver,1786932158038176207,,,in,,0,2,0,https://x.com/undefined/status/1786932158038176207,1605227532873523200,,
1768201507227459950,Thu Mar 14 09:08:50 +0000 2024,0,Gue ganti aroma krn aroma yg biasa gue pake tu abis yg scandal itu terpaksa kmrn nyari2 aroma lain yg gue suka eh malah nemu itu gue ga ganti2 tempat beli parfum krn gue udh sreg satu tempat aja di urban selokan mataram Wanginya emng ga bgtu mirip si tp ya hampir,1768202617149440344,,bluemoonn_26,in,,0,1,0,https://x.com/undefined/status/1768202617149440344,1378010970891591680,,
1768201507227459950,Thu Mar 14 09:04:25 +0000 2024,1,Ga nyesel kmrn pilih parfum yg wangi nya vanila susu. Aromanya tu familiar gtu kek gue pernah make pas gue inget2 mirip sm parfum gue dlu onix fwb gue ternyata keknya ini aroma fav gue setelah scandal deh aaaa sukaa ,1768201507227459950,,,in,,0,1,0,https://x.com/undefined/status/1768201507227459950,1378010970891591680,,
1766438745241477518,Sat Mar 09 12:19:50 +0000 2024,1,malesnya jualan parfum selalu cium aroma scandal sengaja atau ngga sial,1766438745241477518,,,in,,0,1,0,https://x.com/undefined/status/1766438745241477518,1626224098727849985,,
1761026901982777499,Sat Feb 24 03:50:08 +0000 2024,1,@tanyakanrl kl mau cobain aroma fresh manis bisa cobain escada sexy gravity romantic wish or varian paris hilton ini jg wanginy ga pasaran cm kl kk nya emg suka yg aroma vanilla kyk scandal bs cobain pink ciffon vanilla susu vanilla yapink or vanilla cake. btw aku karyawan toko parfum,1761237046100906060,,tanyakanrl,in,,0,0,0,https://x.com/undefined/status/1761237046100906060,1580419068493864960,,
1758479586491498914,Fri Feb 23 10:40:31 +0000 2024,0,Edisi gagal kirim dan akhirnya retur Aroma pink ciffon 2:1 botol 50 ml. Aromanya manis hampir mirip scandal Harga asli 82 k Beli aja 63 k. Yang mau bisa ambil di toko ya siapa cepat dia dapet Barang masih bagus dan isi masih full https://t.co/qZqMZwNozn,1760977932263276971,https://pbs.twimg.com/media/GHBAF39aUAAOtF9.jpg,piuskristiawan,in,,0,1,0,https://x.com/undefined/status/1760977932263276971,609701736,,
1745791459528442144,Fri Jan 12 12:59:15 +0000 2024,0,@banjarbase parfum ami ali sih klo ak aroma scandal orchid gardenia black opium,1745792555898511783,,banjarbase,in,,0,1,0,https://x.com/undefined/status/1745792555898511783,1280772722058911750,,
1738466543388991711,Sat Dec 23 07:48:17 +0000 2023,1,Wakjess.. lagi cari parfume? Yang non alkohol? Coba cek IG almaidah_joy yuk Disini tersedia berbagai aroma parfume dari wewangian buah-buahan. Ada Vmanggo Esbresso Scandal Dancing Lady Good Girl Black Opium Romantic Wish 212 Man Sexy dan BlackShapire. https://t.co/GM5IRbgLqk,1738466543388991711,https://pbs.twimg.com/ext_tw_video_thumb/1738466490561765376/pu/img/Os5_HRb7AhwLJT0D.jpg,,in,,0,1,0,https://x.com/undefined/status/1738466543388991711,370198035,,
1731548013225738277,Mon Dec 04 05:36:31 +0000 2023,0,Cek Parfume Mazl eau de perfume Parfum Perempuan Tahan Lama 24 Jam minyak wangi awet aroma scandal scandalous Edp ferfum dengan harga Rp18.880. Dapatkan di Shopee sekarang! https://t.co/fsXSDVqOgx https://t.co/RQInyugg9M,1731548013225738277,https://pbs.twimg.com/media/GAexvQfbUAAvv1W.jpg,,in,,0,0,0,https://x.com/undefined/status/1731548013225738277,1680922829246849024,,
1731506095238340862,Mon Dec 04 02:49:57 +0000 2023,0,Cek Parfume Mazl eau de perfume Parfum Perempuan Tahan Lama 24 Jam minyak wangi awet aroma scandal scandalous Edp ferfum dengan harga Rp18.880. Dapatkan di Shopee sekarang! https://t.co/fsXSDVqOgx https://t.co/T1yqtDJsRY,1731506095238340862,https://pbs.twimg.com/media/GAeLnRSa8AAwrcf.jpg,,in,,0,0,0,https://x.com/undefined/status/1731506095238340862,1680922829246849024,,
1726766414693077163,Tue Nov 21 14:58:38 +0000 2023,0,@tanyarlfes Gatau tiap nyoba aroma lain balik²nya ke broken angel lagi wkwk tp scandal vica enakk jg,1726978431626494401,,tanyarlfes,in,,0,1,0,https://x.com/undefined/status/1726978431626494401,1059806713673445376,,
1726206684585193888,Sun Nov 19 12:48:10 +0000 2023,0,Aroma scandal ini wanginya party girl yg sweet &amp; fun gitu. https://t.co/lzEGGEUOFY https://t.co/ekq2pAUhWS,1726220824418640233,https://pbs.twimg.com/media/F_TEsR5asAA-duD.jpg,h_niaa4,in,,0,1,0,https://x.com/undefined/status/1726220824418640233,1192736664847667200,,
1722647313901056393,Thu Nov 09 16:08:19 +0000 2023,0,Aroma parfum terenak tahun ini jatuh ke aroma scandal. Bener wangi soft mahal elegant dan tahan lama. Love bangetttt. Harga under 50k dong. #parfumviral Beli di https://t.co/7kPxd9gyOD https://t.co/VEbIetN3BX,1722647313901056393,https://pbs.twimg.com/media/F-gSmPbbYAAlv_N.jpg,,in,,0,0,0,https://x.com/undefined/status/1722647313901056393,1434820773244399617,,
1722536864454951188,Thu Nov 09 08:49:26 +0000 2023,1,Musim ujan. Musim ndusel2. Cucok buat pake parfum yang aroma manis maniiiiiisssss. Dior hypnotic replica beach walk JPG scandal. https://t.co/QkRAAv47gH,1722536864454951188,https://pbs.twimg.com/media/F-euJcEawAAaKZf.jpg,,in,,1,1,0,https://x.com/undefined/status/1722536864454951188,1269538348231581700,,
1716111594445541693,Sun Oct 22 15:17:42 +0000 2023,0,ngga brand jartee juga kalau aroma scandal/scandalous emang wanginya enak mba,1716111594445541693,,,in,,0,0,0,https://x.com/undefined/status/1716111594445541693,1405159500680601607,,
1713114929883123755,Sat Oct 14 08:50:02 +0000 2023,0, yg sering beli parfum refill atau bahkan disini ada yg punya tokoo parfum refill aku mo nanya di daerah kalian aroma victoria scandal dan victoria scandalous sama atau beda?,1713114929883123755,,,in,,0,0,0,https://x.com/undefined/status/1713114929883123755,1331650559518990336,,
1710996612347297896,Sun Oct 08 14:17:10 +0000 2023,0,@idntknwwhthappn @SmgMenfess2 kalau aroma scandal bikin trauma ga,1711022930803732851,,idntknwwhthappn,in,,0,0,0,https://x.com/undefined/status/1711022930803732851,609701736,,
1710515296602403141,Sat Oct 07 04:45:21 +0000 2023,0,@tanyakanrl nder coba deh heura varian scandal ga aroma strawberry sih tapi manis gitu. gw pake itu asli suka banget sama aromanya manis banget!!!,1710516641812172992,,tanyakanrl,in,,0,0,0,https://x.com/undefined/status/1710516641812172992,1524891696021901314,,
1599371578604941312,Sun Dec 04 12:00:33 +0000 2022,8,Heura Parfum Scandal Wangi kombinasi dari rasberry peony sama pralin bikin parfum ini punya aroma yang segar dan manis yang elegan Link: https://t.co/C2U9bh8uvr https://t.co/QteCaImDwo,1599373087455481857,https://pbs.twimg.com/media/FjIdVqCUcAAXS28.jpg,anndtaul,in,,0,1,0,https://x.com/undefined/status/1599373087455481857,921347001383510016,,
1594644537929961472,Mon Nov 21 11:10:41 +0000 2022,0,And yes i bought bloom and rose from noka bcs i cant decide between these two Dari segi wangi aku emang lebih suka rose tp dari ketahanan lebih prefer bloom. Tapi dua2nya wangi bgt. Yg creame krn aku udh hafal di luar kepala sama aroma vs scandal jd aku skip,1594649494674890752,,bominight,in,,0,1,0,https://x.com/undefined/status/1594649494674890752,193600659,,
1592368948976050176,Tue Nov 15 04:14:54 +0000 2022,0,@ohmybeautybank Klo ini hrganya lumayan buat packing bgss buat aroma bloom aku kurang suka pas di awal tpi pas akhir aromanya enkk dpt tester good girl enk aromanya yg scandal aromanya manis https://t.co/cPUCu1E3F5,1592370533605466114,,ohmybeautybank,in,,0,0,0,https://x.com/undefined/status/1592370533605466114,1313658097747984386,,
1590631110668857344,Thu Nov 10 09:03:11 +0000 2022,40,Heura Parfume Scandal Kombinasi rasberry peony praline. Aroma alam bunga dan buah. Tahan lama sampai 6-8 jam. https://t.co/MvgzZWyWq6 https://t.co/9uS1j8JXHk,1590631141656383488,https://pbs.twimg.com/media/FhMOlovUcAErd82.jpg,bestdiary_,in,,0,1,16,https://x.com/undefined/status/1590631141656383488,1270143510512050182,,
1588016995525541888,Thu Nov 03 06:53:08 +0000 2022,5,@usvjeyy @cheesybrgr @ohmybeautybank Soalnya waktu cium aroma testernya scandal black opium aduaduaduh manisnya nonjok banget : ) Romantic wish wangi manis tapi banyakan unsur ijo2 nya (timun seger2 gitu),1588061700464738306,,recehaneth,in,,0,0,0,https://x.com/undefined/status/1588061700464738306,703958162047672320,,
1586315788016705537,Sat Oct 29 11:50:28 +0000 2022,0,@cfxiaoting Akuh pnya dua tapi lbh suka aroma vanilla eclair aromanya manis trs lbh murah tpi klo yg pict sblh knan kemaren dpt tester yg good girl enkk aromanya aku suka klo yg scandal kemanisan aromanya https://t.co/u4Kr7I3F8G,1586324587880779779,https://pbs.twimg.com/media/FgPBzE6acAQw4Y_.jpg,westofnile,in,,0,1,0,https://x.com/undefined/status/1586324587880779779,1313658097747984386,,
1586204984646909954,Sat Oct 29 04:03:42 +0000 2022,0,@ohmybeautybank Klo mau buat kado aku rekomendasi yg ini nder sumpahh packingnya cakep bgt hrganya under 100k buat aroma aku kurang suka yg bloom dpt tester scandal good girl satunya lupa Scandal baunya manis bgttt klo good girl ga bsa jelasin tpi enk dihidung ku (btw ini bsa request ucapan https://t.co/ZhHF253DRn,1586207119673819137,https://pbs.twimg.com/media/FgNW9_aaYAAxwfK.jpg,ohmybeautybank,in,,0,0,0,https://x.com/undefined/status/1586207119673819137,1313658097747984386,,
1585828798502608897,Fri Oct 28 03:06:46 +0000 2022,3,Heura Parfum Scandal Wangi kombinasi dari rasberry peony sama pralin bikin parfum ini punya aroma yang segar dan manis yang elegan Link: https://t.co/Iz0CYlkkPt https://t.co/zVjYOnhGSo,1585830404887486464,https://pbs.twimg.com/media/FgIAWGKVQAMrGPK.jpg,anndtaul,in,,0,1,1,https://x.com/undefined/status/1585830404887486464,921347001383510016,,
1585195203019042821,Wed Oct 26 09:03:06 +0000 2022,4,Heura Parfum Scandal Wangi kombinasi dari rasberry peony sama pralin bikin parfum ini punya aroma yang segar dan manis yang elegan Link https://t.co/nm1TEDH7YP https://t.co/7i0fTYUXfU,1585195303073824770,https://pbs.twimg.com/media/Ff--uIXVIAMk9mH.jpg,IchaEliana,in,,0,1,1,https://x.com/undefined/status/1585195303073824770,1512363100959248384,,
1581980105995300864,Mon Oct 17 12:46:49 +0000 2022,0,@UNSfess_ Aqua kiss/Jo Malone cenderung seger. Kalo sukanya manis: scandal black opium good girl. Kalo aroma bunga: omnia romantic wish bloom,1581990113554616322,,UNSfess_,in,,0,0,0,https://x.com/undefined/status/1581990113554616322,703958162047672320,,
1575786307674308609,Fri Sep 30 09:57:24 +0000 2022,0,@ohmybeautybank Inii tpi aku suka yg varian good girl ga tau itu kemaren ke campur sma aroma scandal apa ga tpi enkk aku suka aromanya https://t.co/Uq90Ebu7Tk,1575786883745198081,,ohmybeautybank,in,,0,0,0,https://x.com/undefined/status/1575786883745198081,1313658097747984386,,
1573358061745426437,Sat Sep 24 15:38:05 +0000 2022,5,@ohmybeautybank aku pakai ini nder asli wanginya sampe ditanyain sm tmn2 kantor karena stay &amp; sewangi itu. ini aku awal beli nyoba yg scandal wanginya enak kata temenku tp ada aroma vanilanya yg tbh aku kurang suka wangi manis. akhirnya beli yg blooming dan ttp wanginya enak kata temenku ️ https://t.co/6pKk0I8Wlj,1573698290700652544,https://pbs.twimg.com/media/FdbmQUaaIAA_vA_.jpg,ohmybeautybank,in,,0,1,0,https://x.com/undefined/status/1573698290700652544,1456290481235632134,,
1568851106981367809,Mon Sep 12 05:34:07 +0000 2022,0,@tvOneNews Gk penting bener Info begituan doang buat netizen kecuali ada aroma scandal deep &amp; dark nyimak sambil rebahan ditemani snack &amp; cup coffee bukan begitu @bjorxanism ???,1569197643653578752,,tvOneNews,in,,0,0,0,https://x.com/undefined/status/1569197643653578752,1405396319800229889,,
1568240783853223936,Sun Sep 11 02:52:40 +0000 2022,0,@shinenfly @Trias0405 Hi kak Lilith and Eve dia wanginya flowery gitu kak yg Heura scandal itu sedikit manis (karena base notesnya dia ada permen coklat). Kalo kakak suka aroma fresh flowery yg sedikit powdery bisa pake Lilith and Eve kalo suka yang manis dan kesan cute bisa pilih Heura kak^^,1568794627884593153,,shinenfly,in,,0,1,0,https://x.com/undefined/status/1568794627884593153,2704501278,,
1567653414242496512,Thu Sep 08 00:04:38 +0000 2022,6,Parfume SCANDAL Wangi dari parfum ini berasal dari dominasi aroma blood orange honey patchouli dan gardenia yang memberikan kesan woody dan manis secara bersamaan Enak bgt valid ga diraguin lagi! Link : https://t.co/fpt7Se8WI2 https://t.co/Vt8J1OVlPr,1567665178401214465,https://pbs.twimg.com/media/FcF3KnnaMAE3nBx.jpg,threadmu_,in,,0,1,0,https://x.com/undefined/status/1567665178401214465,1468625096,,
1565638392469082112,Fri Sep 02 10:01:50 +0000 2022,6,Heura Parfum Scandal Wangi kombinasi dari rasberry peony sama pralin bikin parfum ini punya aroma yang segar dan manis yang elegan Link : https://t.co/BNqhLoQFGk https://t.co/l17NeRsgk3,1565641139696193536,https://pbs.twimg.com/media/FbpGT6-UcAAIn4L.jpg,anndtaul,in,,0,1,1,https://x.com/undefined/status/1565641139696193536,921347001383510016,,
1565362674044583937,Thu Sep 01 15:40:50 +0000 2022,2,@ohmybeautybank Aku kemaren beli yg scandal tapi dapet tester black opium menurutku enak seger pertama dicium wanginya kaya seger kayu manis gitu tp lama2 baru kerasa wangi manis sama aroma bunga2 Mnrtku unisex enak buat cowo dan cewe tapi lebih ke maskulin sih utk ukuran aku yg suka manis,1565364065371045889,,ohmybeautybank,in,,0,1,0,https://x.com/undefined/status/1565364065371045889,1484743779353792514,,
